Employee_ID,Age,Age_Category ,Gender,Job_Role,Industry,Years_of_Experience,Years_of_Experience_Category,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0325,36,Mid-Career Professional,Female,Marketing,Finance,4,Beginner,Hybrid,52,13,4,High,Anxiety,No,Decrease,3,Unsatisfied,1,None,Good,Oceania
EMP0326,50,Early Professional,Male,Designer,Manufacturing,2,Beginner,Onsite,49,7,2,Low,None,Yes,Decrease,1,Satisfied,3,Daily,Poor,Oceania
EMP0328,54,Senior Professional,Male,Designer,Healthcare,13,Advanced,Remote,33,0,2,High,Depression,Yes,Increase,4,Satisfied,3,Weekly,Average,Oceania
EMP0332,38,Young Adult,Male,Sales,Education,25,Expert,Remote,44,10,5,Medium,Depression,Yes,Decrease,1,Satisfied,5,Daily,Average,Europe
EMP0333,31,Early Professional,Female,Software Engineer,Manufacturing,21,Expert,Onsite,24,7,4,Medium,None,Yes,Decrease,5,Neutral,4,None,Good,Asia
EMP0334,58,Early Professional,Male,Marketing,IT,11,Advanced,Onsite,25,6,2,High,Anxiety,No,Increase,5,Unsatisfied,4,Daily,Poor,Oceania
EMP0337,60,Senior Professional,Female,Software Engineer,IT,31,Expert,Onsite,22,9,4,High,Burnout,Yes,Decrease,1,Unsatisfied,2,Daily,Poor,South America
EMP0339,31,Early Professional,Female,Sales,Finance,32,Expert,Hybrid,31,15,2,Low,Depression,No,Decrease,1,Unsatisfied,1,None,Good,Europe
EMP0341,52,Mid-Career Professional,Female,Data Scientist,Manufacturing,18,Advanced,Remote,52,0,1,High,Burnout,Yes,No Change,2,Unsatisfied,2,None,Good,North America
EMP0342,41,Senior Professional,Female,HR,Finance,6,Intermediate,Hybrid,48,0,2,Low,Burnout,Yes,Decrease,5,Satisfied,4,None,Good,Asia
EMP0343,44,Mid-Career Professional,Male,Project Manager,Finance,20,Advanced,Onsite,41,14,5,Medium,Depression,Yes,Increase,1,Unsatisfied,3,None,Poor,North America
EMP0344,42,Mid-Career Professional,Female,Data Scientist,Finance,15,Advanced,Remote,21,7,3,High,Burnout,Yes,No Change,4,Satisfied,5,None,Average,South America
EMP0345,53,Mid-Career Professional,Male,Software Engineer,Healthcare,3,Beginner,Hybrid,49,15,2,Low,Burnout,No,Decrease,2,Satisfied,4,Daily,Poor,Africa
EMP0346,52,Senior Professional,Female,Software Engineer,Education,29,Expert,Remote,32,7,4,High,Depression,No,Decrease,3,Unsatisfied,5,None,Good,North America
EMP0348,24,Young Adult,Female,Sales,Finance,23,Expert,Onsite,22,10,4,High,Burnout,Yes,No Change,3,Unsatisfied,3,Weekly,Average,Africa
EMP0355,59,Mid-Career Professional,Male,Project Manager,Education,20,Advanced,Remote,23,13,5,Medium,Anxiety,Yes,Increase,4,Satisfied,3,Daily,Average,Africa
EMP0356,48,Senior Professional,Male,Sales,Healthcare,2,Beginner,Remote,58,3,1,Low,Depression,Yes,Increase,2,Satisfied,2,None,Good,South America
EMP0358,28,Early Professional,Male,Designer,Manufacturing,23,Expert,Remote,46,7,3,Medium,None,Yes,Decrease,4,Unsatisfied,3,Daily,Poor,Asia
EMP0359,49,Young Adult,Male,Sales,Manufacturing,6,Intermediate,Remote,20,7,3,Medium,Anxiety,No,Increase,4,Neutral,4,Weekly,Average,South America
EMP0362,51,Senior Professional,Female,Sales,Consulting,10,Intermediate,Hybrid,39,2,1,Medium,None,Yes,Increase,5,Satisfied,5,None,Average,Europe
EMP0364,40,Early Professional,Male,Project Manager,IT,9,Intermediate,Onsite,32,4,3,High,Anxiety,Yes,No Change,2,Unsatisfied,2,Weekly,Good,South America
EMP0367,45,Early Professional,Male,Marketing,Manufacturing,28,Expert,Onsite,53,2,5,Medium,Depression,No,Increase,3,Neutral,2,None,Poor,Europe
EMP0369,39,Senior Professional,Female,Data Scientist,Manufacturing,33,Expert,Remote,34,5,1,High,Burnout,Yes,No Change,4,Satisfied,2,Daily,Good,South America
EMP0373,31,Senior Professional,Female,Software Engineer,Education,12,Advanced,Remote,35,0,5,High,Depression,No,No Change,5,Neutral,4,None,Good,Africa
EMP0378,30,Early Professional,Female,Designer,Healthcare,2,Beginner,Remote,52,0,5,High,Burnout,No,No Change,3,Unsatisfied,5,Daily,Good,Europe
EMP0380,27,Senior Professional,Male,Marketing,Consulting,15,Advanced,Remote,32,14,2,High,Burnout,No,Decrease,5,Neutral,1,None,Poor,Oceania
EMP0381,39,Young Adult,Male,Designer,Education,28,Expert,Remote,41,4,3,Medium,None,Yes,Increase,4,Unsatisfied,2,Daily,Average,Africa
EMP0382,59,Early Professional,Male,Project Manager,Education,18,Advanced,Remote,34,14,2,Medium,Anxiety,No,No Change,5,Neutral,4,Weekly,Poor,South America
EMP0385,56,Young Adult,Male,Designer,IT,27,Expert,Remote,50,8,2,High,Burnout,Yes,Increase,1,Neutral,4,None,Poor,Asia
EMP0387,28,Early Professional,Female,Sales,Consulting,32,Expert,Onsite,21,12,3,Medium,Depression,Yes,No Change,1,Neutral,5,None,Average,Africa
EMP0388,46,Young Adult,Female,Sales,Finance,20,Advanced,Hybrid,44,11,5,High,Depression,No,Decrease,4,Neutral,3,Daily,Poor,Africa
EMP0389,32,Mid-Career Professional,Female,Sales,Consulting,18,Advanced,Remote,28,0,5,High,Depression,Yes,No Change,2,Neutral,3,Weekly,Good,South America
EMP0390,37,Early Professional,Male,Software Engineer,Retail,31,Expert,Onsite,54,8,5,Medium,Burnout,No,No Change,3,Satisfied,1,Weekly,Poor,Europe
EMP0392,55,Senior Professional,Female,Marketing,Retail,29,Expert,Remote,26,10,5,Medium,None,No,Increase,5,Unsatisfied,1,Weekly,Good,South America
EMP0393,45,Senior Professional,Female,HR,Retail,17,Advanced,Onsite,41,7,5,Low,Depression,No,No Change,4,Neutral,4,Daily,Average,Africa
EMP0394,50,Mid-Career Professional,Female,Sales,Healthcare,31,Expert,Onsite,50,4,4,Low,Anxiety,Yes,No Change,4,Satisfied,5,None,Poor,North America
EMP0397,30,Early Professional,Female,Data Scientist,Consulting,9,Intermediate,Hybrid,33,11,5,Low,Burnout,No,No Change,4,Unsatisfied,1,Daily,Average,Europe
EMP0398,36,Early Professional,Male,Project Manager,Retail,4,Beginner,Hybrid,21,4,1,High,Burnout,No,Increase,3,Neutral,1,None,Poor,Europe
EMP0402,57,Senior Professional,Male,Project Manager,Consulting,19,Advanced,Remote,39,0,4,Low,Anxiety,No,Decrease,1,Satisfied,1,Daily,Average,South America
EMP0403,58,Senior Professional,Male,Data Scientist,Finance,8,Intermediate,Onsite,35,15,2,Low,Anxiety,No,Decrease,2,Neutral,2,Weekly,Poor,Africa
EMP0404,57,Senior Professional,Female,Designer,Healthcare,22,Expert,Hybrid,56,3,3,High,Burnout,Yes,Increase,3,Unsatisfied,1,Weekly,Poor,Europe
EMP0406,42,Mid-Career Professional,Female,HR,Manufacturing,33,Expert,Hybrid,24,0,4,High,None,No,No Change,2,Neutral,1,None,Good,Europe
EMP0408,53,Young Adult,Female,HR,Retail,10,Intermediate,Remote,31,9,4,Low,Burnout,No,Decrease,2,Satisfied,1,Daily,Poor,Oceania
EMP0409,24,Senior Professional,Female,Data Scientist,Finance,35,Expert,Remote,50,10,1,Low,None,No,Decrease,5,Satisfied,5,Weekly,Poor,North America
EMP0415,30,Mid-Career Professional,Male,Data Scientist,Manufacturing,14,Advanced,Onsite,56,14,3,Medium,Burnout,No,Increase,4,Satisfied,5,Daily,Poor,Oceania
EMP0416,52,Early Professional,Female,Sales,Healthcare,26,Expert,Hybrid,30,15,4,Low,Depression,No,Decrease,4,Satisfied,5,None,Poor,North America
EMP0419,60,Senior Professional,Female,HR,Education,34,Expert,Remote,38,7,4,High,Depression,No,No Change,4,Neutral,4,Weekly,Good,Asia
EMP0420,48,Senior Professional,Female,Marketing,IT,30,Expert,Hybrid,49,0,2,Medium,Anxiety,Yes,No Change,2,Neutral,1,Daily,Poor,Africa
EMP0421,28,Mid-Career Professional,Male,HR,IT,32,Expert,Remote,49,0,1,Medium,Burnout,Yes,Decrease,4,Satisfied,2,Weekly,Poor,Asia
EMP0423,26,Young Adult,Male,Project Manager,Education,21,Expert,Hybrid,24,13,2,High,None,No,Decrease,2,Unsatisfied,4,None,Average,Europe
EMP0424,27,Young Adult,Female,Marketing,Consulting,32,Expert,Hybrid,53,0,5,Medium,Depression,Yes,Increase,1,Neutral,1,Daily,Poor,North America
EMP0429,33,Mid-Career Professional,Female,Project Manager,IT,25,Expert,Hybrid,33,7,1,High,Anxiety,Yes,No Change,3,Neutral,1,Daily,Average,North America
EMP0431,33,Early Professional,Male,Project Manager,Consulting,10,Intermediate,Hybrid,42,12,3,High,None,Yes,Increase,2,Unsatisfied,2,None,Average,Oceania
EMP0434,45,Senior Professional,Female,Designer,Finance,11,Advanced,Hybrid,41,10,2,Low,Burnout,No,Decrease,3,Neutral,1,None,Poor,Oceania
EMP0435,50,Mid-Career Professional,Female,Data Scientist,Consulting,25,Expert,Onsite,33,9,5,High,Anxiety,Yes,Decrease,3,Satisfied,2,Daily,Poor,Oceania
EMP0441,23,Young Adult,Female,Data Scientist,Retail,34,Expert,Hybrid,35,14,2,Low,Depression,No,Decrease,2,Satisfied,4,Daily,Good,South America
EMP0444,27,Senior Professional,Female,HR,Retail,7,Intermediate,Hybrid,27,9,5,High,Burnout,No,Increase,5,Unsatisfied,1,Weekly,Poor,Oceania
EMP0446,52,Young Adult,Male,Designer,Healthcare,33,Expert,Onsite,48,1,2,Low,Depression,Yes,No Change,3,Unsatisfied,1,Daily,Good,Africa
EMP0449,51,Young Adult,Male,HR,Finance,22,Expert,Hybrid,41,7,1,Low,Burnout,No,Decrease,4,Unsatisfied,5,None,Average,Asia
EMP0450,57,Senior Professional,Male,Project Manager,IT,8,Intermediate,Hybrid,56,15,1,High,Burnout,Yes,Decrease,1,Unsatisfied,4,None,Poor,Europe
EMP0453,41,Early Professional,Female,Data Scientist,Finance,15,Advanced,Hybrid,32,5,4,Low,Burnout,Yes,Increase,4,Unsatisfied,1,Daily,Average,Oceania
EMP0454,36,Mid-Career Professional,Female,Marketing,Education,10,Intermediate,Remote,32,7,4,Medium,None,No,Decrease,5,Unsatisfied,3,Weekly,Good,Asia
EMP0456,60,Senior Professional,Female,Sales,Retail,10,Intermediate,Remote,59,15,4,Low,None,No,Increase,4,Satisfied,1,Daily,Poor,South America
EMP0457,34,Senior Professional,Female,HR,Healthcare,28,Expert,Onsite,22,3,3,Medium,None,Yes,No Change,2,Neutral,5,Weekly,Poor,Africa
EMP0458,33,Early Professional,Female,Sales,Manufacturing,27,Expert,Remote,49,10,2,Medium,Anxiety,Yes,No Change,2,Unsatisfied,3,None,Average,Oceania
EMP0460,53,Senior Professional,Female,Sales,Retail,7,Intermediate,Onsite,20,5,5,Low,Depression,Yes,Increase,2,Unsatisfied,3,None,Average,Africa
EMP0461,40,Senior Professional,Female,Project Manager,IT,12,Advanced,Remote,22,5,2,Medium,Burnout,No,Decrease,2,Satisfied,2,None,Poor,Europe
EMP0465,55,Mid-Career Professional,Female,Sales,Consulting,15,Advanced,Hybrid,22,9,4,High,Anxiety,Yes,No Change,1,Unsatisfied,2,None,Poor,Europe
EMP0470,57,Early Professional,Female,Sales,Finance,1,Beginner,Hybrid,24,14,4,Low,Depression,Yes,No Change,1,Unsatisfied,3,Daily,Poor,Africa
EMP0471,33,Senior Professional,Female,Sales,IT,26,Expert,Onsite,43,7,2,Low,Depression,No,No Change,1,Neutral,2,Daily,Good,Europe
EMP0472,51,Early Professional,Female,HR,Manufacturing,14,Advanced,Remote,50,9,2,High,None,No,Decrease,3,Neutral,2,Daily,Average,Africa
EMP0473,50,Senior Professional,Male,Designer,Manufacturing,17,Advanced,Remote,30,14,3,Medium,None,Yes,Decrease,5,Satisfied,1,Weekly,Average,Europe
EMP0474,35,Senior Professional,Female,Sales,Consulting,26,Expert,Hybrid,35,15,2,Medium,Depression,No,Decrease,1,Unsatisfied,2,None,Poor,Asia
EMP0477,32,Senior Professional,Male,Marketing,Manufacturing,5,Beginner,Onsite,54,11,2,Low,Anxiety,No,Increase,4,Unsatisfied,4,Daily,Average,Africa
EMP0478,56,Early Professional,Female,Designer,Retail,25,Expert,Remote,58,15,4,High,Burnout,No,Decrease,3,Satisfied,2,None,Good,Africa
EMP0479,55,Senior Professional,Female,Sales,Finance,3,Beginner,Onsite,36,1,1,Low,Depression,Yes,Decrease,2,Unsatisfied,5,None,Good,South America
EMP0481,23,Mid-Career Professional,Female,Software Engineer,Retail,13,Advanced,Hybrid,56,12,2,High,Burnout,No,Decrease,3,Neutral,5,Daily,Average,North America
EMP0482,38,Young Adult,Male,Sales,Retail,8,Intermediate,Hybrid,27,4,2,Medium,Anxiety,Yes,Decrease,3,Unsatisfied,1,Weekly,Poor,Africa
EMP0483,23,Early Professional,Male,Marketing,Education,16,Advanced,Remote,20,11,3,Medium,Burnout,Yes,Decrease,2,Neutral,3,Weekly,Poor,Africa
EMP0484,29,Young Adult,Female,Project Manager,Education,21,Expert,Remote,25,14,2,Low,Burnout,No,Increase,1,Satisfied,3,Weekly,Average,Africa
EMP0485,24,Young Adult,Female,Data Scientist,Consulting,20,Advanced,Remote,33,14,1,Low,Anxiety,No,Increase,1,Satisfied,5,None,Average,Europe
EMP0486,58,Young Adult,Male,Software Engineer,Finance,12,Advanced,Onsite,35,5,5,Low,Burnout,No,No Change,2,Neutral,2,Weekly,Poor,South America
EMP0487,42,Senior Professional,Male,Project Manager,Manufacturing,1,Beginner,Hybrid,34,4,1,Low,Anxiety,No,Increase,5,Neutral,4,Weekly,Good,Africa
EMP0488,42,Mid-Career Professional,Male,Designer,Healthcare,32,Expert,Onsite,21,5,1,Low,Anxiety,No,No Change,1,Neutral,4,None,Poor,South America
EMP0490,45,Early Professional,Male,Designer,Healthcare,23,Expert,Onsite,29,8,5,Medium,Depression,Yes,Increase,2,Unsatisfied,3,None,Good,Oceania
EMP0494,44,Young Adult,Male,Marketing,Finance,24,Expert,Remote,40,4,1,High,Burnout,Yes,Decrease,2,Unsatisfied,5,None,Average,Europe
EMP0498,23,Mid-Career Professional,Male,Data Scientist,Finance,23,Expert,Remote,41,13,4,Low,Burnout,Yes,No Change,2,Neutral,2,Daily,Good,North America
EMP0499,53,Young Adult,Female,Software Engineer,Retail,14,Advanced,Onsite,40,13,4,Low,Burnout,No,Increase,5,Unsatisfied,5,Daily,Poor,North America
EMP0501,58,Senior Professional,Female,Data Scientist,Consulting,7,Intermediate,Onsite,53,2,5,Low,Burnout,No,Decrease,4,Unsatisfied,1,None,Good,Europe
EMP0503,34,Senior Professional,Female,Software Engineer,Consulting,21,Expert,Hybrid,33,13,3,High,Burnout,No,Increase,3,Unsatisfied,2,None,Average,Africa
EMP0505,50,Early Professional,Male,Software Engineer,Retail,29,Expert,Remote,40,5,3,Low,Depression,No,No Change,1,Neutral,4,Daily,Average,South America
EMP0506,41,Senior Professional,Male,Software Engineer,Education,14,Advanced,Remote,56,8,4,Medium,Anxiety,No,No Change,2,Satisfied,4,Daily,Average,Asia
EMP0507,27,Mid-Career Professional,Female,Sales,Healthcare,17,Advanced,Remote,29,15,1,Low,Burnout,Yes,Decrease,5,Satisfied,5,None,Poor,North America
EMP0509,33,Mid-Career Professional,Male,HR,Education,27,Expert,Onsite,55,11,1,Medium,Anxiety,Yes,No Change,2,Neutral,5,Daily,Good,Africa
EMP0512,34,Early Professional,Male,Designer,Education,23,Expert,Hybrid,40,1,2,High,Anxiety,Yes,Decrease,4,Satisfied,5,Daily,Average,Asia
EMP0513,40,Early Professional,Female,Marketing,IT,27,Expert,Onsite,38,13,3,Low,Burnout,Yes,Increase,4,Neutral,5,Daily,Average,Oceania
EMP0514,49,Mid-Career Professional,Female,Data Scientist,Education,6,Intermediate,Remote,37,13,4,Medium,None,Yes,Increase,1,Unsatisfied,3,None,Good,North America
EMP0515,35,Mid-Career Professional,Female,Project Manager,IT,32,Expert,Remote,36,0,1,Medium,Depression,Yes,Decrease,4,Unsatisfied,5,None,Average,Africa
EMP0517,59,Mid-Career Professional,Female,HR,IT,32,Expert,Remote,47,10,2,Low,Depression,Yes,Increase,3,Neutral,3,Daily,Good,Europe
EMP0519,42,Senior Professional,Female,Project Manager,Retail,29,Expert,Hybrid,42,14,5,Low,None,Yes,No Change,3,Satisfied,4,Weekly,Poor,Oceania
EMP0521,37,Mid-Career Professional,Male,HR,Finance,8,Intermediate,Hybrid,46,4,5,Low,Burnout,Yes,Decrease,5,Unsatisfied,3,Daily,Poor,South America
EMP0522,60,Early Professional,Female,Data Scientist,Finance,33,Expert,Hybrid,60,0,1,Medium,Burnout,Yes,Increase,3,Neutral,4,Daily,Average,Oceania
EMP0524,60,Early Professional,Male,Project Manager,Consulting,6,Intermediate,Hybrid,33,11,2,Medium,Anxiety,Yes,Decrease,4,Satisfied,3,Weekly,Poor,Oceania
EMP0525,58,Senior Professional,Female,Designer,Retail,9,Intermediate,Onsite,44,2,2,Medium,Depression,No,Increase,3,Unsatisfied,4,None,Average,Oceania
EMP0526,25,Senior Professional,Male,Software Engineer,Finance,10,Intermediate,Remote,24,0,2,Low,Burnout,Yes,No Change,1,Unsatisfied,1,Weekly,Poor,South America
EMP0528,28,Early Professional,Female,Software Engineer,Healthcare,14,Advanced,Hybrid,56,1,3,Medium,Depression,No,Increase,3,Unsatisfied,3,Weekly,Good,Africa
EMP0531,36,Young Adult,Female,Software Engineer,Retail,14,Advanced,Onsite,34,1,3,High,Anxiety,No,No Change,4,Unsatisfied,3,Daily,Good,Oceania
EMP0532,50,Early Professional,Male,Designer,Retail,16,Advanced,Hybrid,55,8,1,High,Anxiety,Yes,Decrease,1,Unsatisfied,5,Daily,Poor,South America
EMP0534,44,Senior Professional,Male,Sales,Healthcare,25,Expert,Onsite,53,7,3,Low,Depression,No,Increase,4,Unsatisfied,1,None,Average,Africa
EMP0537,57,Early Professional,Male,Marketing,IT,28,Expert,Hybrid,33,3,5,Medium,Depression,Yes,No Change,1,Neutral,1,Daily,Average,Europe
EMP0539,35,Mid-Career Professional,Female,Marketing,Retail,14,Advanced,Onsite,32,4,3,Low,Anxiety,No,No Change,4,Satisfied,3,None,Good,North America
EMP0542,48,Senior Professional,Male,Data Scientist,Education,30,Expert,Remote,42,1,4,Medium,Depression,No,Increase,5,Unsatisfied,3,Weekly,Average,Oceania
EMP0544,60,Senior Professional,Male,Designer,IT,11,Advanced,Hybrid,50,2,3,Medium,None,No,Decrease,2,Unsatisfied,5,None,Average,Europe
EMP0547,28,Young Adult,Male,Designer,Education,32,Expert,Hybrid,51,3,3,Medium,Burnout,Yes,No Change,3,Satisfied,5,None,Poor,North America
EMP0548,49,Young Adult,Female,Marketing,IT,5,Beginner,Hybrid,51,6,3,Medium,Depression,Yes,No Change,4,Unsatisfied,5,Weekly,Average,Oceania
EMP0549,45,Mid-Career Professional,Male,Designer,Retail,18,Advanced,Remote,55,8,4,Medium,Burnout,Yes,No Change,2,Unsatisfied,4,None,Average,Europe
EMP0550,22,Mid-Career Professional,Male,Project Manager,Retail,35,Expert,Onsite,26,12,3,High,Burnout,Yes,Decrease,5,Neutral,3,Daily,Poor,South America
EMP0551,24,Young Adult,Female,Designer,Manufacturing,20,Advanced,Onsite,58,12,2,High,Anxiety,Yes,No Change,4,Unsatisfied,1,Daily,Good,Oceania
EMP0552,39,Young Adult,Male,Sales,Healthcare,28,Expert,Hybrid,44,6,3,High,Depression,No,Decrease,5,Satisfied,1,Weekly,Poor,Oceania
EMP0554,38,Young Adult,Male,Project Manager,IT,26,Expert,Hybrid,39,0,4,High,Anxiety,No,Increase,1,Neutral,3,Weekly,Good,North America
EMP0555,50,Early Professional,Female,Project Manager,Healthcare,18,Advanced,Remote,45,1,5,Low,None,Yes,Decrease,5,Unsatisfied,2,Weekly,Good,Africa
EMP0560,34,Senior Professional,Female,Software Engineer,Education,2,Beginner,Hybrid,25,9,5,Medium,Depression,Yes,Decrease,2,Neutral,1,Weekly,Average,North America
EMP0561,35,Early Professional,Female,Project Manager,Finance,8,Intermediate,Hybrid,25,14,5,High,Anxiety,Yes,No Change,3,Unsatisfied,4,Daily,Poor,Asia
EMP0563,25,Mid-Career Professional,Male,Sales,Manufacturing,31,Expert,Hybrid,31,6,5,Low,Depression,No,Increase,5,Unsatisfied,5,Weekly,Good,Asia
EMP0565,37,Senior Professional,Male,Sales,IT,25,Expert,Hybrid,39,9,4,Low,Anxiety,No,No Change,4,Satisfied,1,None,Poor,Oceania
EMP0566,33,Early Professional,Male,Project Manager,Retail,18,Advanced,Onsite,39,10,2,High,Depression,No,Decrease,4,Satisfied,5,Daily,Good,Africa
EMP0567,24,Early Professional,Female,Sales,Education,3,Beginner,Remote,27,11,1,Medium,Depression,Yes,No Change,4,Satisfied,1,None,Poor,South America
EMP0569,22,Senior Professional,Male,Project Manager,Retail,26,Expert,Hybrid,23,0,5,High,Depression,Yes,Increase,4,Neutral,4,None,Good,Oceania
EMP0571,48,Mid-Career Professional,Male,Designer,Manufacturing,4,Beginner,Onsite,27,6,2,High,Anxiety,Yes,No Change,2,Satisfied,2,Weekly,Average,South America
EMP0572,47,Mid-Career Professional,Female,Sales,Healthcare,17,Advanced,Remote,27,8,3,Medium,Anxiety,No,Decrease,2,Satisfied,3,Daily,Good,Africa
EMP0573,51,Mid-Career Professional,Male,Software Engineer,Education,11,Advanced,Onsite,33,5,1,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,4,None,Good,South America
EMP0574,52,Senior Professional,Male,Marketing,Healthcare,19,Advanced,Hybrid,44,8,2,Medium,Burnout,No,Decrease,4,Neutral,1,None,Poor,North America
EMP0575,41,Senior Professional,Female,Software Engineer,Consulting,8,Intermediate,Remote,45,0,4,Medium,Anxiety,Yes,Increase,4,Satisfied,3,None,Good,Oceania
EMP0576,28,Mid-Career Professional,Male,Project Manager,Retail,23,Expert,Hybrid,46,6,2,Medium,Anxiety,Yes,Decrease,4,Satisfied,4,None,Average,Oceania
EMP0580,43,Mid-Career Professional,Male,HR,IT,18,Advanced,Remote,22,13,4,Low,Anxiety,No,Decrease,4,Neutral,4,Weekly,Poor,North America
EMP0584,60,Senior Professional,Male,HR,Retail,2,Beginner,Hybrid,34,0,1,Medium,Depression,No,Decrease,4,Neutral,1,None,Poor,South America
EMP0586,43,Early Professional,Female,Sales,Education,13,Advanced,Onsite,20,5,3,Low,Burnout,No,No Change,3,Neutral,1,Daily,Good,Europe
EMP0587,58,Mid-Career Professional,Female,Sales,Education,18,Advanced,Remote,57,14,5,Low,None,Yes,Increase,4,Unsatisfied,2,Daily,Poor,Africa
EMP0590,57,Mid-Career Professional,Female,Designer,Healthcare,17,Advanced,Hybrid,40,15,4,Low,Depression,No,Decrease,1,Satisfied,2,Weekly,Average,Asia
EMP0591,31,Senior Professional,Male,Project Manager,Healthcare,6,Intermediate,Hybrid,49,11,5,Low,Depression,No,Decrease,4,Unsatisfied,4,Daily,Average,North America
EMP0592,35,Early Professional,Female,Marketing,Retail,8,Intermediate,Remote,44,14,3,Medium,None,Yes,Increase,1,Neutral,5,Weekly,Average,South America
EMP0597,35,Mid-Career Professional,Male,Designer,IT,35,Expert,Remote,23,10,5,Low,Anxiety,No,Decrease,1,Unsatisfied,5,Weekly,Good,Europe
EMP0598,58,Early Professional,Female,HR,Finance,19,Advanced,Remote,45,12,4,High,Depression,No,Increase,5,Unsatisfied,4,Daily,Poor,South America
